batch_id,crop_type,region,season,yield_quantity_kg,moisture_content_%,avg_temperature_celsius,transport_delay_hours,equipment_downtime_hours,storage_duration_days,quality_grade,spoilage_loss_%,supply_chain_stage,resource_utilization_%,climate_risk_level,input_cost_per_kg,final_market_price_per_kg,total_input_cost,total_revenue,estimated_profit,profit_margin_%,spoilage_quantity_kg
BATCH01449,Barley,West,Kharif,398.41,11.6,26.45,3.9,1.2,22,B,4.77,Warehouse,57.8,High,8.32,9.67,"₹ 3,314.77","₹ 3,852.62",₹ 537.85,13.96%,19.00
BATCH01450,Barley,West,Rabi,361.15,13.41,32.9,1,3.6,25,A,7.03,Warehouse,62.72,Medium,6.67,8.22,"₹ 2,408.87","₹ 2,968.65",₹ 559.78,18.86%,25.39
BATCH01451,Wheat,North,Rabi,339.97,14.77,37.03,2.4,2.2,22,A,5.62,Transit,94.59,High,3.49,10.61,"₹ 1,186.50","₹ 3,607.08","₹ 2,420.59",67.11%,19.11
BATCH01452,Barley,West,Kharif,378.27,15.03,32.18,1.6,0.4,18,B,5.23,Farm,98.43,High,5.28,7.61,"₹ 1,997.27","₹ 2,878.63",₹ 881.37,30.62%,19.78
BATCH01453,Maize,West,Kharif,515.95,17.56,37.06,3.8,6.3,16,C,1.11,Transit,97.43,Low,3.61,9.01,"₹ 1,862.58","₹ 4,648.71","₹ 2,786.13",59.93%,5.73
BATCH01454,Wheat,East,Kharif,410.72,13.31,25.29,0.8,0,2,A,1.87,Transit,59.67,Medium,9.92,8.33,"₹ 4,074.34","₹ 3,421.30",-₹ 653.04,-19.09%,7.68
BATCH01455,Wheat,West,Kharif,551.36,12,30.39,1.5,0,15,A,8.89,Warehouse,95.04,Medium,4.6,13.04,"₹ 2,536.26","₹ 7,189.73","₹ 4,653.48",64.72%,49.02
BATCH01456,Rice,North,Rabi,503.47,17.54,29.01,1.3,1.7,13,B,4.4,Farm,57.08,High,7.45,14.24,"₹ 3,750.85","₹ 7,169.41","₹ 3,418.56",47.68%,22.15
BATCH01457,Barley,North,Rabi,303.15,14.42,20.23,0.9,0.2,13,A,6.34,Transit,75.38,High,4.99,12.6,"₹ 1,512.72","₹ 3,819.69","₹ 2,306.97",60.40%,19.22
BATCH01458,Rice,East,Rabi,565.5,10.98,31.14,4.4,0.1,16,B,5.52,Warehouse,82.18,Medium,7.57,9.39,"₹ 4,280.84","₹ 5,310.05","₹ 1,029.21",19.38%,31.22
BATCH01459,Maize,West,Kharif,581.08,9.26,33.23,0.4,0.3,8,C,4.1,Transit,73.12,Medium,4.47,10.04,"₹ 2,597.43","₹ 5,834.04","₹ 3,236.62",55.48%,23.82
BATCH01460,Wheat,West,Kharif,400.61,16.43,31.84,0.3,0.6,11,C,4.18,Transit,97.59,Low,8.5,6.25,"₹ 3,405.19","₹ 2,503.81",-₹ 901.37,-36.00%,16.75
BATCH01461,Wheat,North,Rabi,542.02,11.62,34.73,1.7,1.3,8,B,5.78,Farm,66.66,High,3.78,12.47,"₹ 2,048.84","₹ 6,758.99","₹ 4,710.15",69.69%,31.33
BATCH01462,Wheat,West,Kharif,414.35,14.6,31.43,2.1,1,22,C,1.84,Farm,76.37,High,9.27,10.96,"₹ 3,841.02","₹ 4,541.28",₹ 700.25,15.42%,7.62
BATCH01463,Maize,West,Rabi,509.77,12.71,21.34,0.4,0.3,10,B,4.18,Farm,53.77,Medium,8.88,14.02,"₹ 4,526.76","₹ 7,146.98","₹ 2,620.22",36.66%,21.31
BATCH01464,Maize,West,Rabi,373.55,9.99,22.33,1,0.7,23,A,4.75,Transit,92.61,Low,7.75,7.01,"₹ 2,895.01","₹ 2,618.59",-₹ 276.43,-10.56%,17.74
BATCH01465,Rice,South,Rabi,320.69,14.02,31.93,5.9,2.6,1,C,9.86,Farm,70.67,Medium,3.47,12.6,"₹ 1,112.79","₹ 4,040.69","₹ 2,927.90",72.46%,31.62
BATCH01466,Rice,East,Rabi,461.72,8.61,25.5,0.6,1.7,12,A,3.84,Warehouse,85.03,High,4.46,11.85,"₹ 2,059.27","₹ 5,471.38","₹ 3,412.11",62.36%,17.73
BATCH01467,Rice,South,Rabi,487.63,12.13,21.59,2.2,0.4,9,A,6.62,Transit,84.11,High,9.02,7.66,"₹ 4,398.42","₹ 3,735.25",-₹ 663.18,-17.75%,32.28
BATCH01468,Barley,East,Kharif,460.23,13.47,28.59,2.7,4,5,B,1.81,Farm,83.81,High,3.85,11.67,"₹ 1,771.89","₹ 5,370.88","₹ 3,599.00",67.01%,8.33
BATCH01469,Wheat,North,Kharif,381.6,12.36,31.09,1.2,1.2,9,C,1.12,Transit,75.35,High,4.09,14.24,"₹ 1,560.74","₹ 5,433.98","₹ 3,873.24",71.28%,4.27
BATCH01470,Wheat,West,Kharif,460.01,15.49,26.57,5.5,0.1,16,C,8.78,Transit,63.88,Low,6.81,14.18,"₹ 3,132.67","₹ 6,522.94","₹ 3,390.27",51.97%,40.39
BATCH01471,Rice,East,Rabi,526.93,16.28,34.41,2.7,0,18,A,7.44,Warehouse,81.25,High,4.92,12.2,"₹ 2,592.50","₹ 6,428.55","₹ 3,836.05",59.67%,39.20
BATCH01472,Wheat,South,Rabi,495.51,15.71,32.88,1.2,0.2,8,A,3.52,Warehouse,98.09,Medium,4.55,5.48,"₹ 2,254.57","₹ 2,715.39",₹ 460.82,16.97%,17.44
BATCH01473,Rice,West,Rabi,518.25,8.39,26.66,1.7,1.3,23,B,5.29,Warehouse,91.7,Low,7.03,13.72,"₹ 3,643.30","₹ 7,110.39","₹ 3,467.09",48.76%,27.42
BATCH01474,Barley,North,Rabi,432.99,9.94,35.1,2.4,0.2,11,C,1.79,Transit,55.44,Low,5.61,11.58,"₹ 2,429.07","₹ 5,014.02","₹ 2,584.95",51.55%,7.75
BATCH01475,Barley,East,Kharif,617.17,13.37,32.97,1.8,0.7,20,B,7.22,Transit,51.16,High,3.98,8.1,"₹ 2,456.34","₹ 4,999.08","₹ 2,542.74",50.86%,44.56
BATCH01476,Maize,East,Kharif,382.38,17.35,32.75,4.2,0.1,19,B,1.17,Warehouse,74.95,Low,6.74,6.87,"₹ 2,577.24","₹ 2,626.95",₹ 49.71,1.89%,4.47
BATCH01477,Barley,East,Rabi,548.76,16.35,31.07,0.9,2.5,4,B,7.69,Transit,88.79,High,5.71,6.16,"₹ 3,133.42","₹ 3,380.36",₹ 246.94,7.31%,42.20
BATCH01478,Rice,West,Rabi,618.19,16.43,20.23,0.7,0.4,20,C,5.69,Warehouse,65.7,Low,8.14,5.5,"₹ 5,032.07","₹ 3,400.05","-₹ 1,632.02",-48.00%,35.18
BATCH01479,Barley,South,Rabi,548.09,11.03,33.93,0.5,2.4,26,B,3.15,Warehouse,85.06,Low,3.72,12.54,"₹ 2,038.89","₹ 6,873.05","₹ 4,834.15",70.33%,17.26
BATCH01480,Maize,South,Kharif,479.75,12.29,27.52,0.1,2.9,10,C,8.69,Farm,96.6,Medium,7.34,7.36,"₹ 3,521.37","₹ 3,530.96",₹ 9.60,0.27%,41.69
BATCH01481,Wheat,East,Kharif,447.17,12.71,38.85,0.1,0,24,B,9.87,Warehouse,72.95,Medium,6.06,5.24,"₹ 2,709.85","₹ 2,343.17",-₹ 366.68,-15.65%,44.14
BATCH01482,Rice,North,Kharif,603.61,9.57,36.36,4.1,0.6,13,A,2.92,Farm,62.21,Medium,5.84,8.97,"₹ 3,525.08","₹ 5,414.38","₹ 1,889.30",34.89%,17.63
BATCH01483,Wheat,North,Rabi,357.7,8.31,31.75,2.3,0,29,B,8.16,Warehouse,95.89,Low,4.63,9.83,"₹ 1,656.15","₹ 3,516.19","₹ 1,860.04",52.90%,29.19
BATCH01484,Maize,South,Rabi,402.99,17.47,25.04,2.2,2.4,20,B,7.63,Transit,73.61,Medium,3.21,6.69,"₹ 1,293.60","₹ 2,696.00","₹ 1,402.41",52.02%,30.75
BATCH01485,Maize,North,Kharif,460.24,10.41,24.07,1.9,0.7,14,C,7.6,Farm,70.39,Medium,8.93,5.44,"₹ 4,109.94","₹ 2,503.71","-₹ 1,606.24",-64.15%,34.98
BATCH01486,Maize,South,Rabi,623.77,10.4,26.81,3.8,0.1,21,A,9.59,Transit,67.67,Medium,5.28,6.89,"₹ 3,293.51","₹ 4,297.78","₹ 1,004.27",23.37%,59.82
BATCH01487,Wheat,East,Kharif,537.98,8.83,29.53,1.3,0.1,2,A,5.12,Transit,71.15,Low,7.77,11.79,"₹ 4,180.10","₹ 6,342.78","₹ 2,162.68",34.10%,27.54
BATCH01488,Wheat,South,Rabi,403.2,17.29,25.92,4.1,0.5,29,C,6.9,Warehouse,83.68,High,9.63,5.82,"₹ 3,882.82","₹ 2,346.62","-₹ 1,536.19",-65.46%,27.82
BATCH01489,Wheat,South,Kharif,468.97,13.8,30.3,0.9,2.8,4,C,8.33,Warehouse,71.69,Medium,6.95,10.55,"₹ 3,259.34","₹ 4,947.63","₹ 1,688.29",34.12%,39.07
BATCH01490,Wheat,East,Rabi,438.57,14.67,23.31,5.2,1.2,7,A,5.06,Transit,66.21,Low,5.78,6.46,"₹ 2,534.93","₹ 2,833.16",₹ 298.23,10.53%,22.19
BATCH01491,Maize,North,Kharif,429.02,17.12,39.55,2.4,2,19,C,5.07,Warehouse,87.18,Low,4.88,6.96,"₹ 2,093.62","₹ 2,985.98",₹ 892.36,29.89%,21.75
BATCH01492,Maize,South,Kharif,597.89,11.46,22.16,0.6,0.5,17,A,3.53,Warehouse,60.15,High,9.54,8.93,"₹ 5,703.87","₹ 5,339.16",-₹ 364.71,-6.83%,21.11
BATCH01493,Rice,South,Kharif,362.83,14.22,38.64,1.7,0,16,B,7.92,Warehouse,60.1,Medium,7.77,6.01,"₹ 2,819.19","₹ 2,180.61",-₹ 638.58,-29.28%,28.74
BATCH01494,Rice,East,Kharif,660.88,8.39,38.27,1.5,3.7,13,B,7.02,Transit,84.82,Low,7.66,6.73,"₹ 5,062.34","₹ 4,447.72",-₹ 614.62,-13.82%,46.39
BATCH01495,Wheat,North,Kharif,582.82,9.87,30.51,0.3,0,24,A,4.79,Farm,93.34,Low,5.98,8.49,"₹ 3,485.26","₹ 4,948.14","₹ 1,462.88",29.56%,27.92
BATCH01496,Barley,South,Kharif,609.09,16.31,34.5,1.8,2.9,24,A,4.48,Farm,62.06,Low,8.92,8.3,"₹ 5,433.08","₹ 5,055.45",-₹ 377.64,-7.47%,27.29
BATCH01497,Barley,East,Rabi,453.71,15.67,28.72,0.8,0.5,22,B,1.19,Transit,59.56,High,8,12.49,"₹ 3,629.68","₹ 5,666.84","₹ 2,037.16",35.95%,5.40
BATCH01498,Maize,South,Rabi,485.01,11.51,32.6,0.1,0,23,B,0.56,Warehouse,83.52,Medium,4.98,5.75,"₹ 2,415.35","₹ 2,788.81",₹ 373.46,13.39%,2.72
BATCH01499,Maize,West,Rabi,356.68,11.77,26.81,5.9,1.2,26,A,5.52,Warehouse,81.04,Low,7.2,13.6,"₹ 2,568.10","₹ 4,850.85","₹ 2,282.75",47.06%,19.69
BATCH01500,Maize,East,Kharif,447.53,13.34,26.02,2.1,3.9,27,C,4.47,Farm,72.36,Low,6.01,13.16,"₹ 2,689.66","₹ 5,889.49","₹ 3,199.84",54.33%,20.00
BATCH01501,Rice,North,Kharif,549.37,8,31.56,4.2,3.4,18,C,8.06,Transit,54.79,Low,3.05,12.66,"₹ 1,675.58","₹ 6,955.02","₹ 5,279.45",75.91%,44.28
BATCH01502,Rice,North,Rabi,629.61,10.41,29.96,2.3,0.2,21,A,5.66,Transit,54.59,Low,8.65,8.09,"₹ 5,446.13","₹ 5,093.54",-₹ 352.58,-6.92%,35.64
BATCH01503,Maize,North,Kharif,389.28,10.08,31.59,0.9,0.2,12,C,9.4,Warehouse,88.87,Medium,3.86,13.23,"₹ 1,502.62","₹ 5,150.17","₹ 3,647.55",70.82%,36.59
BATCH01504,Maize,North,Kharif,463.45,10.5,25.73,1.4,0.8,23,B,2.36,Warehouse,72.59,Medium,6.57,6.83,"₹ 3,044.87","₹ 3,165.36",₹ 120.50,3.81%,10.94
BATCH01505,Maize,South,Kharif,484.87,16.06,27.34,2.3,1,25,B,9.91,Warehouse,92.9,Low,5.35,6.24,"₹ 2,594.05","₹ 3,025.59",₹ 431.53,14.26%,48.05
BATCH01506,Barley,South,Kharif,360.42,10.8,21.68,6.5,1.3,1,C,3.33,Transit,78.74,Low,5.39,5.45,"₹ 1,942.66","₹ 1,964.29",₹ 21.63,1.10%,12.00
BATCH01507,Rice,North,Kharif,559.13,9.92,21.05,0.6,0.2,15,A,6.6,Farm,80.94,Low,6.34,14.39,"₹ 3,544.88","₹ 8,045.88","₹ 4,501.00",55.94%,36.90
BATCH01508,Barley,North,Rabi,427.6,13.04,25.07,4.2,3.2,3,B,5.27,Transit,96.71,High,9.98,8.08,"₹ 4,267.45","₹ 3,455.01",-₹ 812.44,-23.51%,22.53
BATCH01509,Barley,North,Rabi,480.46,16.66,21.48,5.2,1,6,B,3.92,Transit,58.23,High,5.86,14.18,"₹ 2,815.50","₹ 6,812.92","₹ 3,997.43",58.67%,18.83
BATCH01510,Maize,South,Rabi,454.81,10.41,22.08,2.2,1.9,14,B,1.82,Transit,77.15,High,4.28,7.73,"₹ 1,946.59","₹ 3,515.68","₹ 1,569.09",44.63%,8.28
BATCH01511,Maize,North,Rabi,421.07,8.79,36.26,5.4,0.8,23,C,1.78,Farm,52.91,Low,7.3,14.08,"₹ 3,073.81","₹ 5,928.67","₹ 2,854.85",48.15%,7.50
BATCH01512,Wheat,North,Rabi,499.3,11.56,20.78,1,0.5,6,A,7.26,Warehouse,67.95,High,4.65,14.04,"₹ 2,321.75","₹ 7,010.17","₹ 4,688.43",66.88%,36.25
BATCH01513,Wheat,West,Kharif,478.44,15.48,33.18,6.1,3.8,1,C,4.09,Warehouse,57.4,Medium,3.74,14.24,"₹ 1,789.37","₹ 6,812.99","₹ 5,023.62",73.74%,19.57
BATCH01514,Barley,West,Kharif,462.81,13.51,25.45,2.4,0.9,20,A,9.63,Transit,59.39,High,3.35,9.96,"₹ 1,550.41","₹ 4,609.59","₹ 3,059.17",66.37%,44.57
BATCH01515,Rice,North,Kharif,427.15,16.17,37.43,0.1,2,6,A,3.59,Transit,96.74,Low,3.16,13.66,"₹ 1,349.79","₹ 5,834.87","₹ 4,485.08",76.87%,15.33
BATCH01516,Maize,East,Kharif,531.95,17.6,29.7,4.7,3.1,8,C,9.84,Farm,80.53,Medium,6.02,14.51,"₹ 3,202.34","₹ 7,718.59","₹ 4,516.26",58.51%,52.34
BATCH01517,Maize,North,Rabi,665.36,15.93,26.11,1.3,1.1,26,B,2.45,Farm,94.61,Low,5.99,8.25,"₹ 3,985.51","₹ 5,489.22","₹ 1,503.71",27.39%,16.30
BATCH01518,Barley,West,Rabi,513.99,14.04,30.35,1.2,0.8,15,A,1.48,Warehouse,72.18,Medium,4.3,9.19,"₹ 2,210.16","₹ 4,723.57","₹ 2,513.41",53.21%,7.61
BATCH01519,Wheat,East,Rabi,599.61,12.93,27.64,1.7,0,14,C,3.47,Transit,79.88,High,8.49,12.19,"₹ 5,090.69","₹ 7,309.25","₹ 2,218.56",30.35%,20.81
BATCH01520,Rice,East,Kharif,360.98,8.4,31.29,0.3,0,16,B,8.91,Farm,51.6,High,3.9,8,"₹ 1,407.82","₹ 2,887.84","₹ 1,480.02",51.25%,32.16
BATCH01521,Wheat,North,Rabi,515.78,17.84,22.29,1.3,0.2,20,A,5.46,Farm,73.48,Medium,9.41,12.54,"₹ 4,853.49","₹ 6,467.88","₹ 1,614.39",24.96%,28.16
BATCH01522,Wheat,West,Kharif,390.26,11.83,39.94,3.6,0.2,23,A,1.79,Transit,78.2,Medium,7.11,5.74,"₹ 2,774.75","₹ 2,240.09",-₹ 534.66,-23.87%,6.99
BATCH01523,Wheat,West,Rabi,352.31,9.52,28.51,0,0.3,16,B,2.42,Transit,50.84,Low,3.19,10.23,"₹ 1,123.87","₹ 3,604.13","₹ 2,480.26",68.82%,8.53
BATCH01524,Wheat,East,Rabi,426.06,14.67,26.96,0.6,0.4,27,A,3.46,Transit,89.47,Medium,9.74,6.22,"₹ 4,149.82","₹ 2,650.09","-₹ 1,499.73",-56.59%,14.74
BATCH01525,Maize,North,Kharif,619.19,10.84,34.2,0,0.4,19,C,6.11,Transit,64.77,Low,5.16,7.93,"₹ 3,195.02","₹ 4,910.18","₹ 1,715.16",34.93%,37.83
BATCH01526,Maize,South,Kharif,595,13.86,27.28,1.1,0.5,24,A,3.66,Transit,72.62,Medium,6.15,7.59,"₹ 3,659.25","₹ 4,516.05",₹ 856.80,18.97%,21.78
BATCH01527,Wheat,South,Rabi,524.3,13.87,36.67,2.6,0.1,1,A,7.6,Transit,76.78,Medium,4.99,13.39,"₹ 2,616.26","₹ 7,020.38","₹ 4,404.12",62.73%,39.85
BATCH01528,Rice,West,Rabi,346.73,12.46,29.09,3.2,0,4,B,6.35,Farm,99.61,High,8.1,6.94,"₹ 2,808.51","₹ 2,406.31",-₹ 402.21,-16.71%,22.02
BATCH01529,Barley,South,Kharif,480.37,16.36,34.39,5.8,1.1,24,C,8.8,Transit,54.96,High,6.4,13.08,"₹ 3,074.37","₹ 6,283.24","₹ 3,208.87",51.07%,42.27
BATCH01530,Rice,West,Rabi,530.17,10.65,22.15,1.9,0.8,10,B,5.26,Warehouse,77.76,Low,3.93,12.94,"₹ 2,083.57","₹ 6,860.40","₹ 4,776.83",69.63%,27.89
BATCH01531,Rice,West,Rabi,517.55,12.49,36.92,0.6,0.6,20,C,3.65,Transit,76.53,Low,3.73,9.99,"₹ 1,930.46","₹ 5,170.32","₹ 3,239.86",62.66%,18.89
BATCH01532,Rice,West,Kharif,315.62,13.38,34.71,5.2,1,18,B,9.96,Warehouse,53.45,Low,8.08,7.34,"₹ 2,550.21","₹ 2,316.65",-₹ 233.56,-10.08%,31.44
BATCH01533,Wheat,South,Rabi,410.97,14.64,24.23,3,1.8,2,A,3.88,Warehouse,81.7,Medium,4.66,7.27,"₹ 1,915.12","₹ 2,987.75","₹ 1,072.63",35.90%,15.95
BATCH01534,Maize,West,Kharif,493.59,15.84,22.91,1.7,0.6,4,C,4.57,Warehouse,64.34,Medium,3.96,9.65,"₹ 1,954.62","₹ 4,763.14","₹ 2,808.53",58.96%,22.56
BATCH01535,Rice,East,Rabi,553.63,11.95,26.33,2.4,1,15,C,8.19,Transit,55.19,Low,6.5,5.09,"₹ 3,598.60","₹ 2,817.98",-₹ 780.62,-27.70%,45.34
BATCH01536,Wheat,North,Kharif,280.39,14.46,39.52,5.2,3.1,29,A,1.34,Transit,58.93,Medium,8.62,10.31,"₹ 2,416.96","₹ 2,890.82",₹ 473.86,16.39%,3.76
BATCH01537,Rice,North,Rabi,483.79,9.51,25.14,2.5,1.8,4,B,4.17,Warehouse,91.18,High,4.95,14.53,"₹ 2,394.76","₹ 7,029.47","₹ 4,634.71",65.93%,20.17
BATCH01538,Rice,West,Kharif,514.3,17.33,29.12,0.9,0.6,16,C,1.31,Transit,55.21,Medium,4.94,6.55,"₹ 2,540.64","₹ 3,368.67",₹ 828.02,24.58%,6.74
BATCH01539,Wheat,North,Rabi,584.96,11.83,20.6,2.5,1,15,A,1.82,Farm,73.35,High,8.84,10.73,"₹ 5,171.05","₹ 6,276.62","₹ 1,105.57",17.61%,10.65
BATCH01540,Maize,South,Kharif,569.29,15.3,27.94,0.1,0.2,18,A,0.54,Farm,59.76,Low,4.03,14.62,"₹ 2,294.24","₹ 8,323.02","₹ 6,028.78",72.44%,3.07
BATCH01541,Maize,South,Rabi,558.26,8.2,31.43,1,0.8,7,C,0.59,Farm,58.12,Medium,7.32,13.61,"₹ 4,086.46","₹ 7,597.92","₹ 3,511.46",46.22%,3.29
BATCH01542,Barley,North,Rabi,420.01,10.05,39.06,1,4,15,C,4.11,Farm,60.29,Low,9.69,13.5,"₹ 4,069.90","₹ 5,670.14","₹ 1,600.24",28.22%,17.26
BATCH01543,Wheat,South,Rabi,309.2,12.87,30.33,0.4,0.7,22,C,8.19,Transit,74.64,High,8.89,13.22,"₹ 2,748.79","₹ 4,087.62","₹ 1,338.84",32.75%,25.32
BATCH01544,Barley,North,Rabi,460.69,16.78,36.38,0,2.6,11,A,6.08,Warehouse,61.89,Low,3.43,8.09,"₹ 1,580.17","₹ 3,726.98","₹ 2,146.82",57.60%,28.01
BATCH01545,Barley,North,Rabi,600.16,13.27,30.94,0.3,0.5,19,B,6.53,Transit,54.84,High,5.24,13.91,"₹ 3,144.84","₹ 8,348.23","₹ 5,203.39",62.33%,39.19
BATCH01546,Barley,North,Rabi,639.35,17.3,20.82,2.1,6.8,8,B,5.43,Farm,90.07,High,4,14.41,"₹ 2,557.40","₹ 9,213.03","₹ 6,655.63",72.24%,34.72
BATCH01547,Maize,West,Rabi,571.05,12.84,26.3,3.2,0.9,24,C,8.29,Transit,76.99,Low,9.64,9.96,"₹ 5,504.92","₹ 5,687.66",₹ 182.74,3.21%,47.34
BATCH01548,Wheat,North,Rabi,542.93,12.9,31.51,8.9,0,1,A,8.86,Transit,57.84,High,9.9,8.55,"₹ 5,375.01","₹ 4,642.05",-₹ 732.96,-15.79%,48.10
BATCH01549,Barley,West,Rabi,537.96,9.2,39.01,0.9,0.9,3,A,8.57,Farm,73.57,Low,4.64,9.14,"₹ 2,496.13","₹ 4,916.95","₹ 2,420.82",49.23%,46.10
BATCH01550,Wheat,North,Kharif,444.39,16.03,37.18,1.8,0.3,5,C,8.22,Warehouse,53.42,Low,7.69,8.34,"₹ 3,417.36","₹ 3,706.21",₹ 288.85,7.79%,36.53
BATCH01551,Wheat,North,Kharif,486.99,10.47,24.57,5.5,0,18,A,2.24,Transit,79.02,Low,8.89,7.12,"₹ 4,329.34","₹ 3,467.37",-₹ 861.97,-24.86%,10.91
BATCH01552,Maize,North,Rabi,666.91,17,24.4,0.4,1.7,12,A,6.14,Transit,67.02,High,4.64,11.18,"₹ 3,094.46","₹ 7,456.05","₹ 4,361.59",58.50%,40.95
BATCH01553,Barley,South,Kharif,405.74,17.11,24.02,2.5,0.3,12,A,6.03,Farm,55.18,High,4.31,10.63,"₹ 1,748.74","₹ 4,313.02","₹ 2,564.28",59.45%,24.47
BATCH01554,Barley,West,Rabi,661.48,17.43,38.45,2.8,1.6,21,C,5.52,Warehouse,59.18,Medium,3.08,9.63,"₹ 2,037.36","₹ 6,370.05","₹ 4,332.69",68.02%,36.51
BATCH01555,Wheat,West,Rabi,467.8,13.2,37.05,0.2,0.3,27,C,5.07,Farm,67.29,Low,5.88,5.96,"₹ 2,750.66","₹ 2,788.09",₹ 37.42,1.34%,23.72
BATCH01556,Rice,North,Kharif,632.54,14.77,35.5,4,0.2,26,C,1.35,Farm,90.32,Low,9.3,12.97,"₹ 5,882.62","₹ 8,204.04","₹ 2,321.42",28.30%,8.54
BATCH01557,Maize,North,Rabi,359.32,15.79,27.85,3.4,3.6,19,B,1.47,Transit,58.69,Low,9.32,6.75,"₹ 3,348.86","₹ 2,425.41",-₹ 923.45,-38.07%,5.28
BATCH01558,Maize,South,Rabi,558.59,9.31,30.09,0.1,0.4,9,B,9.07,Warehouse,55.48,Low,3.89,6.15,"₹ 2,172.92","₹ 3,435.33","₹ 1,262.41",36.75%,50.66
BATCH01559,Maize,South,Kharif,426.32,14.01,29.29,0.2,0.9,11,C,6.49,Farm,75.8,Low,4.43,11.23,"₹ 1,888.60","₹ 4,787.57","₹ 2,898.98",60.55%,27.67
BATCH01560,Maize,South,Kharif,358.47,8.34,25.07,0.1,0.9,17,A,2.99,Transit,77.93,Low,5.86,8.99,"₹ 2,100.63","₹ 3,222.65","₹ 1,122.01",34.82%,10.72
BATCH01561,Barley,West,Rabi,521.85,12.98,30.1,0.8,0.8,16,A,3.15,Farm,54.51,Low,8.46,5.6,"₹ 4,414.85","₹ 2,922.36","-₹ 1,492.49",-51.07%,16.44
BATCH01562,Barley,West,Kharif,600.95,9.55,20.61,1.4,2.5,4,C,6.3,Transit,64.22,Medium,7.28,8.56,"₹ 4,374.92","₹ 5,144.13",₹ 769.22,14.95%,37.86
BATCH01563,Rice,West,Kharif,415.51,9.83,22.64,1.5,1.1,10,A,4.37,Warehouse,63.14,Medium,6.6,12.72,"₹ 2,742.37","₹ 5,285.29","₹ 2,542.92",48.11%,18.16
BATCH01564,Maize,North,Rabi,350.1,11.65,37.73,0.6,0.5,22,A,4.69,Farm,59.31,Low,7.14,11.15,"₹ 2,499.71","₹ 3,903.62","₹ 1,403.90",35.96%,16.42
BATCH01565,Maize,West,Kharif,490.82,12.32,35.03,4.9,2,15,B,1.08,Warehouse,65.78,Low,3.67,8.63,"₹ 1,801.31","₹ 4,235.78","₹ 2,434.47",57.47%,5.30
BATCH01566,Wheat,East,Kharif,491.26,14.23,28.46,0.9,0.2,25,A,1.82,Warehouse,51.86,Medium,6.34,6.92,"₹ 3,114.59","₹ 3,399.52",₹ 284.93,8.38%,8.94
BATCH01567,Barley,East,Rabi,554.83,8.74,30.34,0.1,0.8,19,A,4.24,Transit,82.58,Medium,9.94,11.32,"₹ 5,515.01","₹ 6,280.68",₹ 765.67,12.19%,23.52
BATCH01568,Maize,South,Kharif,594.96,13.04,27.4,0.7,3,3,C,7.15,Farm,99.42,Low,3.62,13.88,"₹ 2,153.76","₹ 8,258.04","₹ 6,104.29",73.92%,42.54
BATCH01569,Rice,West,Kharif,494.06,9.83,34.82,1.5,1,28,B,0.96,Farm,81.7,Low,6.63,11.46,"₹ 3,275.62","₹ 5,661.93","₹ 2,386.31",42.15%,4.74
BATCH01570,Rice,East,Rabi,685.55,13.74,35.68,1,1.7,21,B,3.68,Transit,68.05,Medium,5.07,13.13,"₹ 3,475.74","₹ 9,001.27","₹ 5,525.53",61.39%,25.23
BATCH01571,Barley,South,Rabi,522.42,14.37,35.27,0.6,1.1,23,A,7.1,Transit,83.4,Medium,6.78,10.22,"₹ 3,542.01","₹ 5,339.13","₹ 1,797.12",33.66%,37.09
BATCH01572,Rice,West,Rabi,465.36,13.57,34.45,0.3,1.8,5,C,8.02,Warehouse,78.58,Low,7.02,12.18,"₹ 3,266.83","₹ 5,668.08","₹ 2,401.26",42.36%,37.32
BATCH01573,Rice,North,Kharif,338.84,15.38,24.09,3.4,2.9,11,B,2.31,Farm,92.34,Medium,7.04,13.96,"₹ 2,385.43","₹ 4,730.21","₹ 2,344.77",49.57%,7.83
BATCH01574,Barley,East,Rabi,473.73,11.36,26.76,11.1,0.3,24,B,7.45,Farm,81.09,Low,8.97,12.73,"₹ 4,249.36","₹ 6,030.58","₹ 1,781.22",29.54%,35.29
BATCH01575,Maize,North,Rabi,466.36,15.65,29.4,0.8,0.2,5,A,9.58,Transit,81.7,High,5.73,14.1,"₹ 2,672.24","₹ 6,575.68","₹ 3,903.43",59.36%,44.68
BATCH01576,Maize,West,Kharif,596.03,12.33,26.62,1,0.7,7,B,9.11,Transit,61.08,Low,6.61,9.31,"₹ 3,939.76","₹ 5,549.04","₹ 1,609.28",29.00%,54.30
BATCH01577,Rice,East,Rabi,546.25,12.84,35.1,1.9,1.2,6,C,8,Transit,70.78,Low,3.08,14.04,"₹ 1,682.45","₹ 7,669.35","₹ 5,986.90",78.06%,43.70
BATCH01578,Rice,West,Rabi,382.06,14.48,26.59,2.5,0.3,26,C,7.27,Farm,67.22,Low,8.53,11.22,"₹ 3,258.97","₹ 4,286.71","₹ 1,027.74",23.98%,27.78
BATCH01579,Maize,North,Rabi,517.23,8.18,22.76,1,0,13,B,2.73,Farm,50.57,Medium,4.82,13.7,"₹ 2,493.05","₹ 7,086.05","₹ 4,593.00",64.82%,14.12
